Restaurant ID,Restaurant Name,Country Code,City,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Price range,Aggregate rating,Rating text,Votes,Cuisine
18377936,Liquid,1,Kanpur,"Finger Food, North Indian, Continental, Italian, Mediterranean",1000.0,Indian Rupees(Rs.),No,No,3,4.0,Very Good,24,Italian
18377936,Liquid,1,Kanpur,"Finger Food, North Indian, Continental, Italian, Mediterranean",1000.0,Indian Rupees(Rs.),No,No,3,4.0,Very Good,24,Mediterranean
2300188,Royal Dine Hotel Royal Cliff,1,Kanpur,"North Indian, Chinese",1500.0,Indian Rupees(Rs.),No,No,4,4.0,Very Good,54,North Indian
2300188,Royal Dine Hotel Royal Cliff,1,Kanpur,"North Indian, Chinese",1500.0,Indian Rupees(Rs.),No,No,4,4.0,Very Good,54,Chinese
18407105,Urban Crave Express,1,Kanpur,"Cafe, Italian",600.0,Indian Rupees(Rs.),No,No,2,3.5,Good,43,Cafe
18407105,Urban Crave Express,1,Kanpur,"Cafe, Italian",600.0,Indian Rupees(Rs.),No,No,2,3.5,Good,43,Italian
2300497,Atmosphere Grill Cafe Sheesha,1,Kanpur,"Indian, Chinese, Continental",0.0,Indian Rupees(Rs.),No,No,1,3.6,Good,34,Indian
2300497,Atmosphere Grill Cafe Sheesha,1,Kanpur,"Indian, Chinese, Continental",0.0,Indian Rupees(Rs.),No,No,1,3.6,Good,34,Chinese
2300497,Atmosphere Grill Cafe Sheesha,1,Kanpur,"Indian, Chinese, Continental",0.0,Indian Rupees(Rs.),No,No,1,3.6,Good,34,Continental
2300183,Mr Brown,1,Kanpur,"Bakery, Desserts, Fast Food",500.0,Indian Rupees(Rs.),No,No,2,3.9,Good,97,Bakery
2300183,Mr Brown,1,Kanpur,"Bakery, Desserts, Fast Food",500.0,Indian Rupees(Rs.),No,No,2,3.9,Good,97,Desserts
2300183,Mr Brown,1,Kanpur,"Bakery, Desserts, Fast Food",500.0,Indian Rupees(Rs.),No,No,2,3.9,Good,97,Fast Food
2300476,Dunkin Donuts,1,Kanpur,"Desserts, Fast Food",500.0,Indian Rupees(Rs.),No,No,2,4.1,Very Good,87,Desserts
2300476,Dunkin Donuts,1,Kanpur,"Desserts, Fast Food",500.0,Indian Rupees(Rs.),No,No,2,4.1,Very Good,87,Fast Food
2300018,Little Chef,1,Kanpur,"North Indian, Fast Food",1000.0,Indian Rupees(Rs.),No,No,3,4.1,Very Good,158,North Indian
2300018,Little Chef,1,Kanpur,"North Indian, Fast Food",1000.0,Indian Rupees(Rs.),No,No,3,4.1,Very Good,158,Fast Food
18312106,UrbanCrave,1,Kanpur,"Cafe, Continental, Desserts, Ice Cream, Italian, Beverages",0.0,Indian Rupees(Rs.),No,No,1,3.9,Good,127,Cafe
18312106,UrbanCrave,1,Kanpur,"Cafe, Continental, Desserts, Ice Cream, Italian, Beverages",0.0,Indian Rupees(Rs.),No,No,1,3.9,Good,127,Continental
18312106,UrbanCrave,1,Kanpur,"Cafe, Continental, Desserts, Ice Cream, Italian, Beverages",0.0,Indian Rupees(Rs.),No,No,1,3.9,Good,127,Desserts
18312106,UrbanCrave,1,Kanpur,"Cafe, Continental, Desserts, Ice Cream, Italian, Beverages",0.0,Indian Rupees(Rs.),No,No,1,3.9,Good,127,Ice Cream
18312106,UrbanCrave,1,Kanpur,"Cafe, Continental, Desserts, Ice Cream, Italian, Beverages",0.0,Indian Rupees(Rs.),No,No,1,3.9,Good,127,Italian
18312106,UrbanCrave,1,Kanpur,"Cafe, Continental, Desserts, Ice Cream, Italian, Beverages",0.0,Indian Rupees(Rs.),No,No,1,3.9,Good,127,Beverages
2300042,Chin Mi,1,Kanpur,Chinese,1500.0,Indian Rupees(Rs.),No,No,4,3.9,Good,86,Chinese
2300048,Tadka,1,Kanpur,North Indian,1000.0,Indian Rupees(Rs.),No,No,3,3.8,Good,97,North Indian
2300058,Dhuaan,1,Kanpur,"North Indian, Mexican, Italian",1500.0,Indian Rupees(Rs.),No,No,4,4.3,Very Good,155,North Indian
2300058,Dhuaan,1,Kanpur,"North Indian, Mexican, Italian",1500.0,Indian Rupees(Rs.),No,No,4,4.3,Very Good,155,Mexican
2300058,Dhuaan,1,Kanpur,"North Indian, Mexican, Italian",1500.0,Indian Rupees(Rs.),No,No,4,4.3,Very Good,155,Italian
2300162,Upper Crust,1,Kanpur,"Bakery, Fast Food",350.0,Indian Rupees(Rs.),No,No,2,3.4,Average,49,Bakery
2300162,Upper Crust,1,Kanpur,"Bakery, Fast Food",350.0,Indian Rupees(Rs.),No,No,2,3.4,Average,49,Fast Food
2300003,Anaichas Food Joint,1,Kanpur,"Chinese, North Indian, Continental",850.0,Indian Rupees(Rs.),No,No,3,3.6,Good,106,Chinese
2300003,Anaichas Food Joint,1,Kanpur,"Chinese, North Indian, Continental",850.0,Indian Rupees(Rs.),No,No,3,3.6,Good,106,North Indian
2300003,Anaichas Food Joint,1,Kanpur,"Chinese, North Indian, Continental",850.0,Indian Rupees(Rs.),No,No,3,3.6,Good,106,Continental
2300176,Aromas,1,Kanpur,Fast Food,350.0,Indian Rupees(Rs.),No,No,2,4.1,Very Good,171,Fast Food
2300187,Waterside The Landmark Hotel,1,Kanpur,"North Indian, Chinese",3000.0,Indian Rupees(Rs.),No,No,4,3.9,Good,113,North Indian
2300187,Waterside The Landmark Hotel,1,Kanpur,"North Indian, Chinese",3000.0,Indian Rupees(Rs.),No,No,4,3.9,Good,113,Chinese
2300009,Verandah,1,Kanpur,"Chinese, Italian, Fast Food",1500.0,Indian Rupees(Rs.),No,No,4,3.7,Good,160,Chinese
2300009,Verandah,1,Kanpur,"Chinese, Italian, Fast Food",1500.0,Indian Rupees(Rs.),No,No,4,3.7,Good,160,Italian
2300009,Verandah,1,Kanpur,"Chinese, Italian, Fast Food",1500.0,Indian Rupees(Rs.),No,No,4,3.7,Good,160,Fast Food
18391601,Barbeque Nation,1,Kanpur,"North Indian, Mughlai, Lebanese, Arabian, Mediterranean",1400.0,Indian Rupees(Rs.),No,No,3,4.0,Very Good,41,North Indian
18391601,Barbeque Nation,1,Kanpur,"North Indian, Mughlai, Lebanese, Arabian, Mediterranean",1400.0,Indian Rupees(Rs.),No,No,3,4.0,Very Good,41,Mughlai
18391601,Barbeque Nation,1,Kanpur,"North Indian, Mughlai, Lebanese, Arabian, Mediterranean",1400.0,Indian Rupees(Rs.),No,No,3,4.0,Very Good,41,Lebanese
18391601,Barbeque Nation,1,Kanpur,"North Indian, Mughlai, Lebanese, Arabian, Mediterranean",1400.0,Indian Rupees(Rs.),No,No,3,4.0,Very Good,41,Arabian
18391601,Barbeque Nation,1,Kanpur,"North Indian, Mughlai, Lebanese, Arabian, Mediterranean",1400.0,Indian Rupees(Rs.),No,No,3,4.0,Very Good,41,Mediterranean
900682,Nawras Seafood Restaurant,1,Kochi,Seafood,1000.0,Indian Rupees(Rs.),No,No,3,4.6,Excellent,289,Seafood
95361,Ifthar,1,Kochi,Kerala,350.0,Indian Rupees(Rs.),No,No,1,3.8,Good,281,Kerala
95421,Dhe Puttu,1,Kochi,Kerala,600.0,Indian Rupees(Rs.),No,Yes,2,4.4,Very Good,662,Kerala
95256,Kashi Art Cafe,1,Kochi,"European, Cafe",600.0,Indian Rupees(Rs.),No,No,2,4.2,Very Good,659,European
95256,Kashi Art Cafe,1,Kochi,"European, Cafe",600.0,Indian Rupees(Rs.),No,No,2,4.2,Very Good,659,Cafe
95286,Grand Hotel Restaurant,1,Kochi,"North Indian, Kerala, Chinese, Continental",1000.0,Indian Rupees(Rs.),No,No,3,4.2,Very Good,394,North Indian
95286,Grand Hotel Restaurant,1,Kochi,"North Indian, Kerala, Chinese, Continental",1000.0,Indian Rupees(Rs.),No,No,3,4.2,Very Good,394,Kerala
95286,Grand Hotel Restaurant,1,Kochi,"North Indian, Kerala, Chinese, Continental",1000.0,Indian Rupees(Rs.),No,No,3,4.2,Very Good,394,Chinese
95286,Grand Hotel Restaurant,1,Kochi,"North Indian, Kerala, Chinese, Continental",1000.0,Indian Rupees(Rs.),No,No,3,4.2,Very Good,394,Continental
900969,Barbeque Nation,1,Kochi,"European, North Indian, Mediterranean, American",1500.0,Indian Rupees(Rs.),No,No,3,4.5,Excellent,213,European
900969,Barbeque Nation,1,Kochi,"European, North Indian, Mediterranean, American",1500.0,Indian Rupees(Rs.),No,No,3,4.5,Excellent,213,North Indian
900969,Barbeque Nation,1,Kochi,"European, North Indian, Mediterranean, American",1500.0,Indian Rupees(Rs.),No,No,3,4.5,Excellent,213,Mediterranean
900969,Barbeque Nation,1,Kochi,"European, North Indian, Mediterranean, American",1500.0,Indian Rupees(Rs.),No,No,3,4.5,Excellent,213,American
95333,Chiyang,1,Kochi,"Chinese, Continental",800.0,Indian Rupees(Rs.),No,No,2,3.7,Good,277,Chinese
95333,Chiyang,1,Kochi,"Chinese, Continental",800.0,Indian Rupees(Rs.),No,No,2,3.7,Good,277,Continental
900547,Slice of Spice,1,Kochi,"Fast Food, Biryani",400.0,Indian Rupees(Rs.),No,Yes,1,4.0,Very Good,246,Fast Food
900547,Slice of Spice,1,Kochi,"Fast Food, Biryani",400.0,Indian Rupees(Rs.),No,Yes,1,4.0,Very Good,246,Biryani
901089,Mustake Multicuisine Restaurant,1,Kochi,"Chinese, Thai, North Indian, South Indian",1000.0,Indian Rupees(Rs.),No,Yes,3,3.7,Good,145,Chinese
901089,Mustake Multicuisine Restaurant,1,Kochi,"Chinese, Thai, North Indian, South Indian",1000.0,Indian Rupees(Rs.),No,Yes,3,3.7,Good,145,Thai
901089,Mustake Multicuisine Restaurant,1,Kochi,"Chinese, Thai, North Indian, South Indian",1000.0,Indian Rupees(Rs.),No,Yes,3,3.7,Good,145,North Indian
901089,Mustake Multicuisine Restaurant,1,Kochi,"Chinese, Thai, North Indian, South Indian",1000.0,Indian Rupees(Rs.),No,Yes,3,3.7,Good,145,South Indian
901035,Palaaram,1,Kochi,"Kerala, Fast Food",550.0,Indian Rupees(Rs.),No,No,2,3.7,Good,105,Kerala
901035,Palaaram,1,Kochi,"Kerala, Fast Food",550.0,Indian Rupees(Rs.),No,No,2,3.7,Good,105,Fast Food
900561,Tonico Cafe,1,Kochi,Cafe,400.0,Indian Rupees(Rs.),No,No,1,4.0,Very Good,406,Cafe
900524,Cafe 17,1,Kochi,"Cafe, Continental, Italian",700.0,Indian Rupees(Rs.),No,Yes,2,4.4,Very Good,333,Cafe
900524,Cafe 17,1,Kochi,"Cafe, Continental, Italian",700.0,Indian Rupees(Rs.),No,Yes,2,4.4,Very Good,333,Continental
900524,Cafe 17,1,Kochi,"Cafe, Continental, Italian",700.0,Indian Rupees(Rs.),No,Yes,2,4.4,Very Good,333,Italian
900800,ChaiCofi,1,Kochi,"Cafe, Continental, Italian",800.0,Indian Rupees(Rs.),No,No,2,4.0,Very Good,160,Cafe
900800,ChaiCofi,1,Kochi,"Cafe, Continental, Italian",800.0,Indian Rupees(Rs.),No,No,2,4.0,Very Good,160,Continental
900800,ChaiCofi,1,Kochi,"Cafe, Continental, Italian",800.0,Indian Rupees(Rs.),No,No,2,4.0,Very Good,160,Italian
95304,Bloomsburys Boutique Cafe and Artisan Bakery,1,Kochi,"Cafe, Bakery, Desserts",650.0,Indian Rupees(Rs.),No,Yes,2,4.2,Very Good,482,Cafe
95304,Bloomsburys Boutique Cafe and Artisan Bakery,1,Kochi,"Cafe, Bakery, Desserts",650.0,Indian Rupees(Rs.),No,Yes,2,4.2,Very Good,482,Bakery
95304,Bloomsburys Boutique Cafe and Artisan Bakery,1,Kochi,"Cafe, Bakery, Desserts",650.0,Indian Rupees(Rs.),No,Yes,2,4.2,Very Good,482,Desserts
900533,Paragon,1,Kochi,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese",900.0,Indian Rupees(Rs.),No,No,2,4.3,Very Good,722,Kerala
900533,Paragon,1,Kochi,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese",900.0,Indian Rupees(Rs.),No,No,2,4.3,Very Good,722,South Indian
900533,Paragon,1,Kochi,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese",900.0,Indian Rupees(Rs.),No,No,2,4.3,Very Good,722,Continental
900533,Paragon,1,Kochi,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese",900.0,Indian Rupees(Rs.),No,No,2,4.3,Very Good,722,North Indian
900533,Paragon,1,Kochi,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese",900.0,Indian Rupees(Rs.),No,No,2,4.3,Very Good,722,Seafood
900533,Paragon,1,Kochi,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese",900.0,Indian Rupees(Rs.),No,No,2,4.3,Very Good,722,Chinese
901004,Aangan Downtown Multicuisine Restaurant,1,Kochi,"Chinese, Seafood, North Indian, Biryani",650.0,Indian Rupees(Rs.),No,No,2,4.2,Very Good,146,Chinese
901004,Aangan Downtown Multicuisine Restaurant,1,Kochi,"Chinese, Seafood, North Indian, Biryani",650.0,Indian Rupees(Rs.),No,No,2,4.2,Very Good,146,Seafood
901004,Aangan Downtown Multicuisine Restaurant,1,Kochi,"Chinese, Seafood, North Indian, Biryani",650.0,Indian Rupees(Rs.),No,No,2,4.2,Very Good,146,North Indian
901004,Aangan Downtown Multicuisine Restaurant,1,Kochi,"Chinese, Seafood, North Indian, Biryani",650.0,Indian Rupees(Rs.),No,No,2,4.2,Very Good,146,Biryani
900111,Ali Baba 41 Dishes,1,Kochi,"Kerala, South Indian, Chinese, Biryani",400.0,Indian Rupees(Rs.),No,No,1,3.5,Good,348,Kerala
900111,Ali Baba 41 Dishes,1,Kochi,"Kerala, South Indian, Chinese, Biryani",400.0,Indian Rupees(Rs.),No,No,1,3.5,Good,348,South Indian
900111,Ali Baba 41 Dishes,1,Kochi,"Kerala, South Indian, Chinese, Biryani",400.0,Indian Rupees(Rs.),No,No,1,3.5,Good,348,Chinese
900111,Ali Baba 41 Dishes,1,Kochi,"Kerala, South Indian, Chinese, Biryani",400.0,Indian Rupees(Rs.),No,No,1,3.5,Good,348,Biryani
95331,Cocoa Tree,1,Kochi,"Italian, Seafood, Mediterranean, Desserts, Cafe",1000.0,Indian Rupees(Rs.),No,No,3,4.3,Very Good,658,Italian
95331,Cocoa Tree,1,Kochi,"Italian, Seafood, Mediterranean, Desserts, Cafe",1000.0,Indian Rupees(Rs.),No,No,3,4.3,Very Good,658,Seafood
95331,Cocoa Tree,1,Kochi,"Italian, Seafood, Mediterranean, Desserts, Cafe",1000.0,Indian Rupees(Rs.),No,No,3,4.3,Very Good,658,Mediterranean
95331,Cocoa Tree,1,Kochi,"Italian, Seafood, Mediterranean, Desserts, Cafe",1000.0,Indian Rupees(Rs.),No,No,3,4.3,Very Good,658,Desserts
95331,Cocoa Tree,1,Kochi,"Italian, Seafood, Mediterranean, Desserts, Cafe",1000.0,Indian Rupees(Rs.),No,No,3,4.3,Very Good,658,Cafe
900032,French Toast,1,Kochi,"Continental, Cafe, Desserts, Bakery",700.0,Indian Rupees(Rs.),No,No,2,4.3,Very Good,312,Continental
900032,French Toast,1,Kochi,"Continental, Cafe, Desserts, Bakery",700.0,Indian Rupees(Rs.),No,No,2,4.3,Very Good,312,Cafe
900032,French Toast,1,Kochi,"Continental, Cafe, Desserts, Bakery",700.0,Indian Rupees(Rs.),No,No,2,4.3,Very Good,312,Desserts
900032,French Toast,1,Kochi,"Continental, Cafe, Desserts, Bakery",700.0,Indian Rupees(Rs.),No,No,2,4.3,Very Good,312,Bakery
900282,Thakkaaram,1,Kochi,"Kerala, South Indian",600.0,Indian Rupees(Rs.),No,No,2,3.6,Good,361,Kerala
900282,Thakkaaram,1,Kochi,"Kerala, South Indian",600.0,Indian Rupees(Rs.),No,No,2,3.6,Good,361,South Indian
18217475,Asia Kitchen by Mainland China,1,Kolkata,"Asian, Chinese",1400.0,Indian Rupees(Rs.),No,Yes,3,4.6,Excellent,945,Asian
18217475,Asia Kitchen by Mainland China,1,Kolkata,"Asian, Chinese",1400.0,Indian Rupees(Rs.),No,Yes,3,4.6,Excellent,945,Chinese
18249144,Hoppipola,1,Kolkata,"Italian, Mexican, American, Mediterranean",1200.0,Indian Rupees(Rs.),No,Yes,3,4.2,Very Good,1103,Italian
18249144,Hoppipola,1,Kolkata,"Italian, Mexican, American, Mediterranean",1200.0,Indian Rupees(Rs.),No,Yes,3,4.2,Very Good,1103,Mexican
18249144,Hoppipola,1,Kolkata,"Italian, Mexican, American, Mediterranean",1200.0,Indian Rupees(Rs.),No,Yes,3,4.2,Very Good,1103,American
18249144,Hoppipola,1,Kolkata,"Italian, Mexican, American, Mediterranean",1200.0,Indian Rupees(Rs.),No,Yes,3,4.2,Very Good,1103,Mediterranean
18017612,Spice Kraft,1,Kolkata,"Continental, Middle Eastern, Asian",1200.0,Indian Rupees(Rs.),No,No,3,4.8,Excellent,1424,Continental
18017612,Spice Kraft,1,Kolkata,"Continental, Middle Eastern, Asian",1200.0,Indian Rupees(Rs.),No,No,3,4.8,Excellent,1424,Middle Eastern
18017612,Spice Kraft,1,Kolkata,"Continental, Middle Eastern, Asian",1200.0,Indian Rupees(Rs.),No,No,3,4.8,Excellent,1424,Asian
18377112,Nawwarah,1,Kolkata,"Chinese, Cafe, North Indian, Desserts",1000.0,Indian Rupees(Rs.),No,No,3,3.9,Good,326,Chinese
18377112,Nawwarah,1,Kolkata,"Chinese, Cafe, North Indian, Desserts",1000.0,Indian Rupees(Rs.),No,No,3,3.9,Good,326,Cafe
18377112,Nawwarah,1,Kolkata,"Chinese, Cafe, North Indian, Desserts",1000.0,Indian Rupees(Rs.),No,No,3,3.9,Good,326,North Indian
18377112,Nawwarah,1,Kolkata,"Chinese, Cafe, North Indian, Desserts",1000.0,Indian Rupees(Rs.),No,No,3,3.9,Good,326,Desserts
20002,6 Ballygunge Place,1,Kolkata,Bengali,1000.0,Indian Rupees(Rs.),Yes,Yes,3,4.4,Very Good,1778,Bengali
18343731,Mumbai Local,1,Kolkata,"North Indian, Chinese, Street Food",1200.0,Indian Rupees(Rs.),Yes,No,3,4.2,Very Good,704,North Indian
18343731,Mumbai Local,1,Kolkata,"North Indian, Chinese, Street Food",1200.0,Indian Rupees(Rs.),Yes,No,3,4.2,Very Good,704,Chinese
18343731,Mumbai Local,1,Kolkata,"North Indian, Chinese, Street Food",1200.0,Indian Rupees(Rs.),Yes,No,3,4.2,Very Good,704,Street Food
25664,Gabbars Bar Kitchen,1,Kolkata,"North Indian, Chinese, Mexican, Italian",1400.0,Indian Rupees(Rs.),Yes,No,3,4.4,Very Good,1484,North Indian
25664,Gabbars Bar Kitchen,1,Kolkata,"North Indian, Chinese, Mexican, Italian",1400.0,Indian Rupees(Rs.),Yes,No,3,4.4,Very Good,1484,Chinese
25664,Gabbars Bar Kitchen,1,Kolkata,"North Indian, Chinese, Mexican, Italian",1400.0,Indian Rupees(Rs.),Yes,No,3,4.4,Very Good,1484,Mexican
25664,Gabbars Bar Kitchen,1,Kolkata,"North Indian, Chinese, Mexican, Italian",1400.0,Indian Rupees(Rs.),Yes,No,3,4.4,Very Good,1484,Italian
25587,TGI Fridays,1,Kolkata,"Tex-Mex, American",1800.0,Indian Rupees(Rs.),Yes,Yes,3,4.0,Very Good,911,Tex-Mex
25587,TGI Fridays,1,Kolkata,"Tex-Mex, American",1800.0,Indian Rupees(Rs.),Yes,Yes,3,4.0,Very Good,911,American
24530,Santas Fantasea,1,Kolkata,"Seafood, Chinese",800.0,Indian Rupees(Rs.),No,No,2,4.2,Very Good,2584,Seafood
24530,Santas Fantasea,1,Kolkata,"Seafood, Chinese",800.0,Indian Rupees(Rs.),No,No,2,4.2,Very Good,2584,Chinese
20747,India Restaurant,1,Kolkata,"Biryani, North Indian, Chinese, Mughlai",800.0,Indian Rupees(Rs.),Yes,Yes,2,4.6,Excellent,1219,Biryani
20747,India Restaurant,1,Kolkata,"Biryani, North Indian, Chinese, Mughlai",800.0,Indian Rupees(Rs.),Yes,Yes,2,4.6,Excellent,1219,North Indian
20747,India Restaurant,1,Kolkata,"Biryani, North Indian, Chinese, Mughlai",800.0,Indian Rupees(Rs.),Yes,Yes,2,4.6,Excellent,1219,Chinese
20747,India Restaurant,1,Kolkata,"Biryani, North Indian, Chinese, Mughlai",800.0,Indian Rupees(Rs.),Yes,Yes,2,4.6,Excellent,1219,Mughlai
21220,Flame Grill,1,Kolkata,"North Indian, Continental",1500.0,Indian Rupees(Rs.),Yes,No,3,3.9,Good,1064,North Indian
21220,Flame Grill,1,Kolkata,"North Indian, Continental",1500.0,Indian Rupees(Rs.),Yes,No,3,3.9,Good,1064,Continental
25570,Barbeque Nation,1,Kolkata,"North Indian, Chinese",1600.0,Indian Rupees(Rs.),No,No,3,4.9,Excellent,1753,North Indian
25570,Barbeque Nation,1,Kolkata,"North Indian, Chinese",1600.0,Indian Rupees(Rs.),No,No,3,4.9,Excellent,1753,Chinese
20350,Mocambo,1,Kolkata,"Continental, Italian, North Indian",1050.0,Indian Rupees(Rs.),No,Yes,3,3.5,Good,4464,Continental
20350,Mocambo,1,Kolkata,"Continental, Italian, North Indian",1050.0,Indian Rupees(Rs.),No,Yes,3,3.5,Good,4464,Italian
20350,Mocambo,1,Kolkata,"Continental, Italian, North Indian",1050.0,Indian Rupees(Rs.),No,Yes,3,3.5,Good,4464,North Indian
20870,BarBQ,1,Kolkata,"Chinese, North Indian",900.0,Indian Rupees(Rs.),No,Yes,2,4.2,Very Good,5288,Chinese
20870,BarBQ,1,Kolkata,"Chinese, North Indian",900.0,Indian Rupees(Rs.),No,Yes,2,4.2,Very Good,5288,North Indian
20404,Peter Cat,1,Kolkata,"Continental, North Indian",1000.0,Indian Rupees(Rs.),No,Yes,3,4.3,Very Good,7574,Continental
20404,Peter Cat,1,Kolkata,"Continental, North Indian",1000.0,Indian Rupees(Rs.),No,Yes,3,4.3,Very Good,7574,North Indian
24286,The Irish House,1,Kolkata,"European, American",1900.0,Indian Rupees(Rs.),No,No,3,4.4,Very Good,2224,European
24286,The Irish House,1,Kolkata,"European, American",1900.0,Indian Rupees(Rs.),No,No,3,4.4,Very Good,2224,American
20842,Barbeque Nation,1,Kolkata,"North Indian, Chinese",1600.0,Indian Rupees(Rs.),No,No,3,4.9,Excellent,5966,North Indian
20842,Barbeque Nation,1,Kolkata,"North Indian, Chinese",1600.0,Indian Rupees(Rs.),No,No,3,4.9,Excellent,5966,Chinese
18259462,Ocean Grill,1,Kolkata,"Continental, Seafood, North Indian, Asian",1500.0,Indian Rupees(Rs.),Yes,No,3,3.6,Good,1040,Continental
18259462,Ocean Grill,1,Kolkata,"Continental, Seafood, North Indian, Asian",1500.0,Indian Rupees(Rs.),Yes,No,3,3.6,Good,1040,Seafood
18259462,Ocean Grill,1,Kolkata,"Continental, Seafood, North Indian, Asian",1500.0,Indian Rupees(Rs.),Yes,No,3,3.6,Good,1040,North Indian
18259462,Ocean Grill,1,Kolkata,"Continental, Seafood, North Indian, Asian",1500.0,Indian Rupees(Rs.),Yes,No,3,3.6,Good,1040,Asian
24452,Sigree Global Grill,1,Kolkata,North Indian,1600.0,Indian Rupees(Rs.),Yes,No,3,4.1,Very Good,1616,North Indian
18017615,Whats Up,1,Kolkata,"Cafe, Chinese, Continental",1000.0,Indian Rupees(Rs.),Yes,No,3,4.0,Very Good,1126,Cafe
18017615,Whats Up,1,Kolkata,"Cafe, Chinese, Continental",1000.0,Indian Rupees(Rs.),Yes,No,3,4.0,Very Good,1126,Chinese
18017615,Whats Up,1,Kolkata,"Cafe, Chinese, Continental",1000.0,Indian Rupees(Rs.),Yes,No,3,4.0,Very Good,1126,Continental
800468,Grandson of Tunday Kababi,1,Lucknow,"Mughlai, Lucknowi",300.0,Indian Rupees(Rs.),No,No,1,4.9,Excellent,1057,Mughlai
800468,Grandson of Tunday Kababi,1,Lucknow,"Mughlai, Lucknowi",300.0,Indian Rupees(Rs.),No,No,1,4.9,Excellent,1057,Lucknowi
801675,Frozen Factory,1,Lucknow,"Desserts, Ice Cream",200.0,Indian Rupees(Rs.),No,No,1,4.5,Excellent,144,Desserts
801675,Frozen Factory,1,Lucknow,"Desserts, Ice Cream",200.0,Indian Rupees(Rs.),No,No,1,4.5,Excellent,144,Ice Cream
801690,Mocha,1,Lucknow,"Cafe, Italian, Continental",800.0,Indian Rupees(Rs.),No,No,3,4.6,Excellent,567,Cafe
801690,Mocha,1,Lucknow,"Cafe, Italian, Continental",800.0,Indian Rupees(Rs.),No,No,3,4.6,Excellent,567,Italian
801690,Mocha,1,Lucknow,"Cafe, Italian, Continental",800.0,Indian Rupees(Rs.),No,No,3,4.6,Excellent,567,Continental
801684,Chemistry Caf,1,Lucknow,"Cafe, Continental, Chinese",650.0,Indian Rupees(Rs.),No,No,2,3.5,Good,147,Cafe
801684,Chemistry Caf,1,Lucknow,"Cafe, Continental, Chinese",650.0,Indian Rupees(Rs.),No,No,2,3.5,Good,147,Continental
801684,Chemistry Caf,1,Lucknow,"Cafe, Continental, Chinese",650.0,Indian Rupees(Rs.),No,No,2,3.5,Good,147,Chinese
18296995,Homeys Cafe,1,Lucknow,"Cafe, Fast Food",450.0,Indian Rupees(Rs.),No,No,2,3.9,Good,217,Cafe
18296995,Homeys Cafe,1,Lucknow,"Cafe, Fast Food",450.0,Indian Rupees(Rs.),No,No,2,3.9,Good,217,Fast Food
800237,Percussion,1,Lucknow,"Continental, North Indian, Asian",1000.0,Indian Rupees(Rs.),No,No,3,3.7,Good,514,Continental
800237,Percussion,1,Lucknow,"Continental, North Indian, Asian",1000.0,Indian Rupees(Rs.),No,No,3,3.7,Good,514,North Indian
800237,Percussion,1,Lucknow,"Continental, North Indian, Asian",1000.0,Indian Rupees(Rs.),No,No,3,3.7,Good,514,Asian
800273,The Urban Terrace,1,Lucknow,"North Indian, Continental",1100.0,Indian Rupees(Rs.),No,No,3,3.9,Good,268,North Indian
800273,The Urban Terrace,1,Lucknow,"North Indian, Continental",1100.0,Indian Rupees(Rs.),No,No,3,3.9,Good,268,Continental
18375866,Free Spirit,1,Lucknow,"Cafe, Italian",450.0,Indian Rupees(Rs.),No,No,2,4.3,Very Good,106,Cafe
18375866,Free Spirit,1,Lucknow,"Cafe, Italian",450.0,Indian Rupees(Rs.),No,No,2,4.3,Very Good,106,Italian
801170,Spice Caves,1,Lucknow,"North Indian, Chinese, Mughlai",1200.0,Indian Rupees(Rs.),No,No,3,4.2,Very Good,691,North Indian
801170,Spice Caves,1,Lucknow,"North Indian, Chinese, Mughlai",1200.0,Indian Rupees(Rs.),No,No,3,4.2,Very Good,691,Chinese
801170,Spice Caves,1,Lucknow,"North Indian, Chinese, Mughlai",1200.0,Indian Rupees(Rs.),No,No,3,4.2,Very Good,691,Mughlai
801636,The Chocolate Heaven,1,Lucknow,"Cafe, Italian, Desserts",400.0,Indian Rupees(Rs.),No,No,2,4.1,Very Good,165,Cafe
801636,The Chocolate Heaven,1,Lucknow,"Cafe, Italian, Desserts",400.0,Indian Rupees(Rs.),No,No,2,4.1,Very Good,165,Italian
801636,The Chocolate Heaven,1,Lucknow,"Cafe, Italian, Desserts",400.0,Indian Rupees(Rs.),No,No,2,4.1,Very Good,165,Desserts
18385021,The Pebbles Bistro,1,Lucknow,European,1000.0,Indian Rupees(Rs.),No,No,3,4.1,Very Good,80,European
801640,Underdoggs Sports Bar Grill,1,Lucknow,"Mediterranean, Italian, American",1300.0,Indian Rupees(Rs.),No,No,3,4.3,Very Good,124,Mediterranean
801640,Underdoggs Sports Bar Grill,1,Lucknow,"Mediterranean, Italian, American",1300.0,Indian Rupees(Rs.),No,No,3,4.3,Very Good,124,Italian
801640,Underdoggs Sports Bar Grill,1,Lucknow,"Mediterranean, Italian, American",1300.0,Indian Rupees(Rs.),No,No,3,4.3,Very Good,124,American
